id,foodName,ingredient,amount,time,level,recipe
274,소고기버섯죽,"소고기 갈은것,표고버섯,양파,애호박,당근,쌀,참기름,소금,통깨,김가루",3인분,60분 이내,아무나,"['1. 표고버섯, 양파, 애호박, 당근은 다져서 준비해주세요~', '2. 불린 쌀을 체에 받쳐 물기를 빼주시고 참기름을 두른 냄비에 쌀을 볶다가 쌀이 반투명하게 볶아지면 소고기를 넣고 함께 볶아주세요~', '3. 소고기의 표면이 갈색으로 변하면  다져놓은 채소들을 모두 넣고 볶아주신 다음  물을 붓고 끓여줍니다~', '4. 쌀알이 잘 퍼지도록  약한불로 줄여 저어가며 뭉근히 끓여주시다가 소금으로 간을 하시고 김가루와 통깨를 얹어 내시면  소고기버섯죽 완성~~!!!']"
275,소고기볶음,"소고기 다짐육 174g,간장 6T,올리고당 3.5T,다진마늘 1.5T,맛술 1T,매실액 1T,참기름 2T,깨소금 2T,후추 티스푼 1/2T,들기름 1T",6인분 이상,30분 이내,아무나,"['1. 소고기 다짐육 174g을 준비합니다 *마트에서 갉아서 판매하는 걸로 샀어요', '2. 깨소금과 들기름을 빼고 준비된 모든 양념을 모두 넣고 골고루 섞어주세요 냉장실에 넣고 30분정도 재워주세요', '3. 센불에서 달달 볶아주세요  고기가 익을수록 수분이 생깁니다', '4. 수분이 90~95%정도 없어질때까지 볶아주세요', '5. 마지막에 깨소금 2T와 들기름1T를 넣고 골고루 섞어주세요']"
276,소고기볶음밥,"소고기다짐육 130g,쥬키니호박 1/4개,당근 1/2개,대파 1대,밥 2인분,올리브유 적당량,맛간장 1티스푼,올리고당 1티스푼,후추 톡톡,맛술 1큰술,굴소스 0.5 큰술",2인분,10분 이내,아무나,"['1. 소고기 준비해 주고요 주키니호박,당근,대파 다져 준비해 주세요', '2. 팬에 소고기를 담고 맛 간장 티스푼으로 1 올리고당 티스푼으로 1 맛술 1  후추 톡톡~ 넣고', '3. 포슬포슬 하게 슥슥~~ 볶아줍니다', '4. 소고기가 다 볶아지면 준비한 야채 투하~  올리브유 적당히 둘러주세요', '5. 굴소스 0.5 큰 술 넣고', '6. 슥슥~~ 볶아주세요', '7. 야채가 익음 2인 분량 밥 투하~~', '8. 골고루 슥슥~~ 볶아내면 끝입니다요 (마지막 부족한 간은 굴소스로 하셔도 되고요 소금 간 하셔도 됩니다 맛보시고 취향껏 조절하셔요)']"
277,소고기산적,"등심 1Kg,파,간장 10수저,물 10수저,올리고당 5수저,꿀 or설탕,후추가루,다진마늘,양파 간거 2수저,후추가루,깨소금,참기름 조금",5인분,60분 이내,초급,"['1. 고기는 물에 담궈 핏물을 제거하고 칼집을 내주시면 간이 쏙쏙 베서 맛있어요.', '2. 강판에 간 양파를 넣고, 간장, 올리고당, 물을 넣고 섞어주세요. 설탕이나 꿀로 나머지 단맛을 맞춰주세요.', '3. 물에 담가 핏물을 뺀 고기는 칼집을 넣어주세요. 고기를 부드럽게 만들어주고 익었을때 고기가 말리는것도 잡아줘요.', '4. 간장과 고기를 켜켜이 담아 하루정도 재워둔다.', '5. 등심이라 그런지 찢어지네요. 잘 펴서 고대로 구우심 상관없어요. 노릇하게 구우놓으면 비쥬얼은 좋은데 고기가 너무 질겨져요. 이정도만 구워서 접시에 올려주세요. 그리고 남은 국물은 제사가 끝나고 상차릴때 산적을 먹기좋게 잘라 이 국물에 한번 데워서 나감 되구요.']"
278,소고기샤브샤브,"소고기 목심,멸치육수,맛술,무,대파,가쓰오장국,야채,버섯,마요네즈 2T,간장 1T,설탕 1T,참깨,간장 5T,식초 5T,설탕 2T,레몬즙",2인분,30분 이내,초급,"['1. 야채는 정해진 게 없고 모듬쌈 정도 있으면 좋고 마무리로 칼국수 준비해주면 좋아요. 버섯은 새송이버섯도 좋고 표고버섯도 좋고 있으면 준비해주세요. 소고기 샤브샤브에 좋은 고기는 소고기 목심 부위랍니다. 부드러워서 어린아이들 먹기에도 참 좋거든요.', '2. 샤브샤브 육수용 재료 : 다시멸치용 티백, 다시마, 무, 대파 일반 국물 내는 재료들이죠. 다시마는 감칠맛이 나니까 가급적 넣어주세요.', '3. 재료 넣고 샤브샤브 육수 먼저 내주세요. 육수가 끓으면 다시마 먼저 건져내고 좀 더 끓여주세요. 10분~15분 정도면 샤브샤브 육수가 완성된답니다. 대파는 건져내고 무는 그대로 두세요.', '4. 가쓰오 장국, 맛술, 다진 마늘로 간해줬고요. 샤브샤브는 오래 끓이면서 먹는 거라 간은 싱겁게 해주세요.', '5. 참깨소스 : 마요네즈 2, 간장, 설탕 1, 참깨(밥 수저 기준) 참깨는 갈아서 듬뿍 넣어주세요. 고소하니 맛있답니다.   간장 레몬 소스 : 간장 5 , 식초 5 , 설탕 2, 레몬즙(밥 수저 기준) 레몬즙은 반개 즙 내서 넣어줬어요. 레몬즙이 들어가서 상큼하니 아주 맛있더라고요.', '6. 육수가 보글보글 끓고 있죠. 야채 먼저 넣고 소고기 넣어어 드시면 완성~']"
279,소고기스프,"소고기(국거리용) 180g,미역 1줌(20g),쌀뜨물(혹은 물) 1.4L(종이컵 기준 약 7컵),다진마늘 1큰술,참기름 1큰술,국간장 2큰술,소금 약간",4인분,60분 이내,초급,"['1. 키친타올을 이용해 소고기 핏물을 닦아주세요.', '2. 미역은 물 500ml(약 2.5컵)에 10분간 불려주세요.', '3. 미역은 물 500ml(약 2.5컵)에 10분간 불려주세요.', '4. 불린 미역은 가위를 이용해 먹기 좋은 크기로 잘라주세요.', '5. 미역은 체를 이용해 건져주세요. 이때 미역 불린 물은 버리지 않고 미역국 끓일 때 물 대신 사용해주세요.', '6. 중불로 달군 냄비에 참기름 1큰술을 두른 뒤 다진마늘 1큰술과 소고기를 넣고 볶아주세요.', '7. 소고기 겉면이 절반 정도 익을 때쯤 국간장 1큰술을 넣어 볶아주세요.', '8. 미역을 넣고 푸른색을 띨 때까지 달달 볶아주세요.', '9. 쌀뜨물 혹은 미역 불린 물 400mL(약 2컵)를 붓고 강불로 올려주세요.', '10. 국물이 끓기 시작하면 물 1L(약 5컵)를 넣어주세요. 다시 끓어오르면 중약불로 줄인 뒤 15분간 끓여주세요.', '11. 국간장 1큰술을 넣고 부족한 간은 소금으로 더해주세요. 엄마 손맛 가득한 미역국 완성입니다.']"
280,소고기육개장,"소고기 3근,고사리 1묶음,토란 나물 1묶음,느타리버섯 2팩,숙주 1봉지,당면 1인분,식용류 4~5스푼,참기름 3스푼,진간장 3스푼,국간장 1국자정도,정종 3스푼,된장 1스푼,고추가루 3~4스푼,생강 1조각",6인분 이상,2시간 이상,중급,"['1. 느타리 삶아서 찟어주시고, 고사리는 전  날 담가서 삶아준비,토란도 삶아서 준비 ●숙주는 삶지 않고 씻어서 준비합니다.', '2. 준비물', '3. 저는 소사태고기가 쫄깃거리는게 좋아서  사태고기 3근을 준비했습니다..  소고기를 물에 담그면 수용성 단백질이 물에 녹아 맛이 줄어들기 때문에 물에 씻어주기만 합니다..핏물은 거품으로 모이니 거품을 걷어내면 됩니다. 소고기는 된장 1스푼,생강 1쪽,정종 3스푼을 넣고 1시간 정도 삶아준비합니다.', '4. 고기삶은 육수에 고기를 건져내고 멸치와 다시마 무1조각, 파뿌리등을 넣고 30분정도 더 끓여줍니다.. 이렇게하면 조미료 사용을안해도 아주 맛있습니다...ㅎ (집에 손님이오셔서 많은양을 했네요)', '5. 고사리,토란나물,느타리버섯은 삶아서 준비하고 삶은 고기는 건져서  식은다음에 결반대로 썰어줍니다.  쭉쭉 찢어주라고 하시는데 이빨사이에 자꾸껴서 썰어주었습니다. 그래서 고기는 한시간 만 삶았습니다. 시간이 더 지체되면 부스러지거든요.', '6. 대파는 뜨거물에 건진다고할만큼만  데칩니다.파물이 빠질정도로 데치면  안됩니다', '7. 당면도 물에 불린것을 쓰거나 6분정도만  삶아서 3번정도 썰어 줍니다', '8. 백종원씨 파기름 내는 방식으로 기름 4스푼 정도와 참기름 3스푼 정도를  반반 섞어서 후라이팬에 파와 다진마늘을  볶아줍니다', '9. 파.마늘을 볶다가 진간장 3스푼정도  와 국잔장2스푼을 넣어줍니다. 다음  고추가루 3스푼을 넣고 또볶아줍니  다. ● 고추가루를 넣은다음부터는 타지않  도록 약불로 볶아야합니다  고추기름도 생겼습니다.', '10. 준비한 야채와 고기위에 볶은 양념을  투하~!! 섞어줍니다. 나물 무치듯이...ㅋ', '11. 버무린 속 재료에 준비한 국물을  부어줍니다. 간을 맞춥니다.  주로 국잔장과 굵은소금으로 간을합니다. 진간장 많이넣으면 안됩니다. 맛없습니다', '12. 고추기름이 둥둥뜨죠? 먹음직 스럽  게되었네요.ㅎ   약불에 30~1시간쯤 끓여줍니다   마지막에 숙주나물과 준비한 당면  과 대파 1/2만 넣고 한소끔 끓입니  다  ● 다진마늘 2스푼정도와 나머지 대파  를 넣고 한소끔 끓으면 바로   불을 끕니다...후추를 뿌리고...  완성입니다. ● 바로 불을 끄면 훨씬 맛이 더 좋습  니다.', '13. 육개장 완성!! 한솥이 되었네요. 고추기름도 둥둥 맛있는 비쥬얼입니다.', '14. 한그릇 떠서 밥 한공기 뚝딱!!..맛있는육개장으로 20명이 먹었습니다.']"
281,소고기전골,"소고기 불고기감(혹은 샤브샤브용) 600g,알배추 1/2통,느타리버섯 적당량,양파 1/2개,파 1줌,육수용 다시마 2~3장,육수용 양파 1/2개,육수용 통대파 1줄,간장 2큰술,마늘 1큰술,참기름 1큰술",2인분,30분 이내,아무나,"['1. 육수는 미리 물 넉넉하게 붓고 불에 올려주세요.  재료대로 넣고 끓이는동안  먼저 고기에 양념 할께요. :)  간장.마늘.참기름 넣고 조물조물해서 그대로 준비해주세요', '2. 전골에 넣을 채소들을 손질합니다.  저는 느타리버섯은 냄비에 이미 들어가 있어요~  알배추를 적당히 토막내고 양파는 슬라이스 해서 준비해요.  채소는 기호에 맞게 다른종류로 더 넣어도 좋아요~', '3. 전골냄비에 준비한 재료들을 넣어주세요.', '4. 재료들을 한데 섞는것 보다 섹션을 나누어서  종류별로 모아담는게 더 보기 에쁘더라구요~', '5. 냄비에 넣은것으로는 부족할수있으니 야채들은 따로 또 준비해두고.  부족하면 그때그때 넣어서 드시면 되요 :)', '6. 재료들 가운데에 아까 양념해둔 소고기를 올려주면 준비끝.', '7. 고기의 간은 너무 세게하지 않아도 되요.  육수자체에도 짠기가 살짝있고 끓이다보면 육수가 졸아서 간이 세지거든요.  또 육수넣고 끓이다가 너무 싱거우면 소금으로 간 하면 되니까요~', '8. 냄비에 준비한 육수를 절반만 붓고 끓이시면 되는데.  버섯과 채소에서 나온 물때문에 국물양이 많아지니  처음부터 너무 많이 넣지 않도록 해요.', '9. 샤브샤브처럼 끓이면서 드시면 되요 :D', '10. 채소와 고기 다 건져먹고 남은 육수에 죽 만들기 !  샤브샤브집 가면 마지막 코스잖아요~  밥 + 참기름 + 계란한알 넣고 부드럽게 죽까지 만들수있어요', '11. 잘게 다진 야채를 넣고 끓여도 좋고  없다면 그냥 밥과 계란만 넣고 끓여도 충~분히 맛있어요~']"
282,소내장구이,"전복 中 4마리,밥 1.5공기,양파 1/2개,당근 1/3개,양송이버섯 3개,국간장 1T,소금,참기름,물 3공기",3인분,60분 이내,초급,"['1. 전복죽은 전복손질만하면 그리 어려운요리는 아니에요. 칫솔로 전복 배부분과 껍질은 문질러서 깨끗하게 씻구요', '2. 전복 가쪽을 숟가락으로 살살 돌리면 가운데로 움찔하는데 그때 숟가락으로 긁어서 떼어냅니다', '3. 내장과 살을 빨간선을따라 잘라서 분리.', '4. 전복은 나중에 고명으로올릴 하나빼고 모두 다지기. 전복이 미끄러우니 손조심하세요.', '5. 나머지 야채들도 곱게 다지기. 야채는 양파는 필수고 나머지는 집에있는 자투리야채들 활용하시면 되요.', '6. 그리고 분리해두었던 전복내장은 믹서기에 물과함께 곱게 갈아냅니다. 죽끓일때 채에 걸러내는 방법도 있는데 믹서기로 갈아서 사용하는것이 더 완전하게 내장을 100% 사용할수가 있어서 전 믹서기에 갈아서 사용해요.', '7. 팬에 참기름을 두르고 양파먼저 볶구요. 전 찬밥을 이용할꺼지만 쌀을 이용하신다면 30분이상 불려둔쌀을 함께 볶아주세요', '8. 당근, 버섯, 전복넣고 볶기. 물을넣어 푹 끓일것임으로 볶는순서는 중요하지않아요', '9. 전복내장 넣어주기', '10. 물을 밥량 두배이상으로 넣어주고 (쌀사용시4배이상)', '11. 밥도 풍덩 해줍니다. 물은 요리중 모자르다싶으면 중간중간 더 추가해주시면 되니 물량을 정확하게 맞추실필요는 없어요', '12. 국간장 한스푼넣어 기본간 맞춰주구요. 나머지 모자른간은 다 끓인후에 취향에따라 소금으로 맞춰주시면 되요.', '13. 보글보글 끓기 시작하면 한번씩 저어주면서 물이 다 졸아들고 밥알이 푹 퍼질때까지 끓여주면 끝', '14. 통으로 넣었던 전복을 얇게썰어서 밥위에 올려주시면 더욱 맛있어보이는 세팅을 하실수가 있답니다. 전복손질과 끓이는시간이 걸려서그렇지 어렵지않은 요리에요.^^']"
283,소라산적,"소라 1kg,대파 흰부분 10cm,양파 1/4개,미나리 1/2줌,당근 1/6개,청양고추 1개,고추장 2T,고춧가루 1T,간장 1T,식초 3T,맛술 2T,설탕 1T,다진마늘 1/2T,부순 참깨 1T",1인분,30분 이내,아무나,"['1. 소라는 삶아 손질하여 준비한다.', '2. 대파, 양파, 당근은 채 썰고 미나리는 5cm로 썰고 청양고추는 송송 썰어 준비한다.', '3. 볼에 소스 양념 재료를 넣어 양념장을 만든다.', '4. 양념장에 손질한 소라와 채소를 넣어 버무려 완성한다.']"
284,소불고기,"소불고기 700g,양파 1개,대파 1대,팽이버섯 1팩,느타리버섯 1팩,설탕 4T,물엿 2T,매실액 1T,다진마늘 3T,간장 12T,후추 약간,참기름 3T",2인분,30분 이내,고급,"['1. 소고기 등심에 설탕 4스푼, 물엿 2스푼을 넣어요.', '2. 거기에 매실액(저는 깔라마시 꿀로 대체) 다진마늘 3스푼, 간장 12스푼 후추 약간을 넣고 주물러 양념이 배게 해줍니다.', '3. 여기에 참기름 1스푼을 넣고 주물러 30분 기다려줘요.', '4. 기다리는 동안 야채와 버섯 손질도 샤샤샥^^', '5. 재워 둔 고기에 야채를 모두 넣고 참기름을 2스푼 더 첨가한 뒤 섞어주고 센 불에 구우면 끝!!', '6. 아아, 제가 했지만 너무 맛있어요 ㅠㅜ ㅎㅎㅎ 혹시라도 고기 냄새에 좀 민감하시면 청주나 맛술 한스푼 추가 추천해요~ 밥에 올려서 촵촵 정말 맛있게 먹었어요 :)']"
285,소시지볶음,"비엔나 소세지 15개,빨강파프리카,노랑파프리카,양파 1/4개,케쳡 3스푼,올리고당 1스푼,진간장 1스푼,부순 깨 1/2스푼,참기름 1/2스푼,후춧가루 약간,다진 마늘 약간",2인분,15분 이내,초급,"['1. 비엔나소세지 15개 끓는물에 샤워시켜 준비하시고 빨강.노랑파프리카, 양파 4분의 1개 준비합니다', '2. 비엔나소세지는 칼집을 내서 준비해주시구요. 파프리카와 양파는 네모지게 썰어주세요', '3. 후라이팬에 올리브오일 1스푼 두르고 모든재료 넣어줍니다. 그리고 케찹 3스푼, 올리고당 1스푼, 진간장 1스푼, 부순깨 반스푼, 참기름 반스푼, 후춧가루 약간,마늘다진것 약간 넣고', '4. 야채가 투명해질때까지 휘리릭 볶아주세요']"
286,소시지야채볶음,"소시지 200g,양파 1/2개,파프리카 1/2개,브로콜리 1/2개(100g),고추장 1큰술,간장 1/2큰술,매실청 1큰술,케첩 2큰술,굴소스 1큰술,다진마늘 1/2큰술,올리고당 1/2큰술",2인분,30분 이내,아무나,"['1. 양파, 브로콜리 그리고 파프리카는 한입크기로 썰고, 소시지에는 칼집을 내어주세요.', '2. 양념장 재료들 (고추장 1큰술, 간장 1/2큰술, 매실청 1큰술, 케첩 2큰술, 굴소스 1큰술, 다진마늘 1/2큰술, 올리고당 1/2큰술)을 잘 섞어 주세요.', '3. 중불로 달구어진 팬에 양파와 소시지를 넣고 볶다가 재료들이 어느정도 익으면 브로콜리, 파프리카와 양념장을 넣고 한번 더 볶아 완성해주세요.']"
287,소유라멘,"사리라면 1봉,대파 1줌,대패 삽겹살 5~7개,진간장 2숟가락,물 400ml,맛소금 1ts",1인분,10분 이내,아무나,"['1. 아무것도 없는 맨 냄비에 대패삼겹살을 넣고, 중불 이하로 볶아서 기름을 빼주세요.', '2. 중간중간 먹기좋은 크기로 가위로 잘라주세요.', '3. 기름이 나오면 불을 올려서 고기가 자기 기름에 튀겨지게 익혀주세요.', '4. 진간장 두 숟가락을 넣어주세요.', '5. 물, 맛소금을 넣어주세요.', '6. 물이 끓으면 사리면을 넣어 익혀주세요.', '7. 그릇에 담고, 얇게 썬 대파와 후추가루를 넣고 완성']"
288,소탕,"밥 2+1/2공기,목살 2덩이,맛소금,참기름,통깨,상추,깻잎6장씩,고추3개,계란5개,갓장아찌6줄,무,당근절임,구운김밥김3장,쌈장3T,마요네즈 1T,레몬즙1T,들기름1T,통깨,다진마늘 1T,매실액1T",,,,"['      상추, 돼지고기 목살로 목살김밥 만들기         시댁 다녀온 뒤로 집에 온갖 야채가 풍년이에요ㅎㅎ텃밭에서 기른 소중한 야채들이라 이건 버리지 말고 다 먹어야 한다는 사명감이 불끈불끈..매일 이 많은 야채들을 어떻게 소진해야하나 고민중이네요.식구라도 많으면 만든 음식들이 금방금방 없어질텐데.. 신랑은 집에서 고작 먹어봐야 1끼 먹는게 다고..ㅠ ㅠ 저혼자 해결해야 하는 많은 양의 야채들을 보면 한숨이...뭘 만들면 좋을까 하다가 예전에 강식당에서 본 삼겹살김밥이 문득 생각나더라구요.오랜만에 김밥도 먹고 싶어서 집에 있는 재료로 후다닥 만들어 봤어요.삼겹살 대신 얼마전 이모랑 코스트코에서 잔뜩 사온 목살을 넣어 만들어 목살 김밥이에요!ㅎ                                             * 재 료 *(김밥3줄)밥 두공기반목살 두덩이맛소금, 참기름, 통깨상추, 깻잎 6장씩고추 3개계란5개갓장아찌 6줄무,당근 절임구운김밥김 3장* 쌈장소스 *쌈장3T, 마요네즈 1T레몬즙1T, 들기름1T, 통깨다진마늘 1T, 매실액1T                                         우선 계란지단 만들기!! 계란을 넓은 그릇에 깨서 풀어주고~                                   팬에 붓고 앞뒤로 잘 익혀주고 3등분 해줍니다.(계란 갯수는 3개 정도만 해도 되고 아예 생략하셔도 됩니다^^)                                목살은 팬에서 앞뒤로 노릇하게 잘 익혀줍니다.벌써부터 맛있는 냄새가..                                   다음은 쌈장소스 만들기!!그냥 시판쌈장 그대로 넣어도 되지만 전 조금더 맛있게 하려고 이것저것 추가해서 소스로 만들어 봤어요.다진마늘은 필수!!ㅎ                           아삭한 식감을 위해 고추도 넣어봤어요.고추는 반으로 가르고 씨를 제거해서 준비해줍니다.매운거 좋아하시는 분들은 청양고추 넣어도 좋아요!!저는 매운거 잘 못먹어서 아삭한 오이고추 넣어서 만들었어요.                           상추는 마른상태로 가지고 와야 오래두고 먹어서 그냥 보관했더니 시들시들 해서 물에 담궈서 냉장고에 5~6시간정도 넣어두었어요.싱싱해진 상추는 깨끗이 씻고 물기를 털어 준비합니다.                  요렇게 김밥재료 준비 끝!!집에 있는 재료들로 만드니 재료준비도 쉬웠어요ㅎ                           볼에 밥을 담고 입맛에 맞게 맛소금, 참기름, 통깨 넣어 비벼줍니다.밥 간은 짭쪼름하게 해야 맛있는거 같아요.                                   김발위에 김을 펴고 밥을 넓게 펴줍니다.그위에 상추, 깻잎, 계란지단, 고기, 쌈장~                           오이고추, 갓장아찌, 무당근피클 넣고 돌돌돌 말아 풀어지지 않게 꾹꾹 눌러줍니다.집에 무 당근피클 만들어 놓은게 있어서 넣었는데 없으신 분들은 쌈무나 김치 넣으셔도 됩니다^^                           김밥에 참기름 발라주고~ 통깨 솔솔 뿌려주면 완성!!!속재료가 듬뿍 들어가서 그런지.. 김밥 하나가 팔뚝만했어요ㅋ                                                                        맛은? ㅎㅎ 여러분이 상상하시는 바로 그맛~ㅎㅎ상추에 고기, 밥, 이것저것 넣고 쌈싸먹는 그런맛이에요ㅎㅎ맛이 없을수가 없죠..목살은 부드럽고 아삭아삭하고 상큼한 야채들과 만나니 씹는 식감도 좋고 너무 맛있더라구요.한입에 쏙쏙 먹을수 있으니 먹기도 간편하고!! 고기 구워서 쌈싸먹는것보다 먹기는 편했어요^^혹시 고기 초장찍어드시는 분 계세요?ㅎㅎ 제가 그렇거든요.. 삼겹살이든.. 초장찍어먹는거 좋아해서쌈장소스대신에 초장 넣어도 맛있을것 같더라구요.다음에는 초장 넣고 만들어봐야겠어요^^                                    양이 많아서 남은 김밥은 다음날 신랑 저녁으로!! ㅎ김밥볶음밥 해줬어요.기름살짝 두르고 밥 넣고 볶다가 마무리로 들기름, 통깨만 살짝 뿌려주고 계란후라이 하나 올리니..진짜 맛있는 볶음밥이 되더라구요^^      ']"
289,송이버섯덮밥,레시피에서 참조바랍니다..,,,,"['싱글족 여러분들은 아마 공감가실거에요  요새 같은 날씨에는 그나마 괜찮지만 무더운 여름에 퇴근해서 지친몸으로 집에 들어서서 싸늘한 식탁을 바라보면서 오늘 저녁은 뭘 먹지... 배달음식도 지겹고... 라면은 더욱... 냉장고 문을 열고 바라보니 주말에 장을 보고 나두었던 송이버섯과 당근이 눈에 들어오더군요 그래서 만들었습니다 초스피드 간편요리 일명 ""송이버섯 덮밥""                                  ** 레시피 **     - 주재료   : 버섯(느타리, 버섯, 팽이 등 종류는 아무거나), 냉장고에 있는 야채(당근, 파, 양파 등등) - 양념    : 굴소스(가장 중요, 싱글족 생활 필수품), 깨소금, 올리브유(야채볶을때 사용) - 만들기    : 먼저 달궈진 후라이팬에 올리브유와 썰어놓은 각종 야채를 넣고 볶다가 야채가 어느정도       익으면 버섯과 함께 굴소스, 깨소금 적당량을 넣고 살짝 더 볶으면 요리~~끝             그 다음에 접시에 맛있게 담아서 먹으면 간단하게 저는 굴소스가 있어서 급자스런   요리솜씨 보일때도 정말 걱정이 없답니다    ** 싱글족들뿐만아니라 모든 가장에 필수 구입품 \'굴소스\' 강추입니다 **    ']"
290,수란,"계란 1개,식초 2-3방울,물 100ml,머그컵",1인분,5분 이내,아무나,"['1. 머그컵에 물 100ml을 준비합니다. 종이컵으로 반컵정도 준비하심 되요', '2. 이 물에 식초 2-3방울 섞어주세요.수란 만드는 방법은 여러가지가 있지만 전자렌지로 만드는 법이 정말 쉬운데 대신 흰자부분 모양이 예쁘게 잡히지 않는다는 단점이 있더라구요. 그럴때 이렇게 식초 2-3방울을 섞어주시면 단백질을 응고하는 성분때문에 흰자가 잘 뭉쳐진답니다.', '3. 계란 한개를 노른자가 터지지 않게 조심히 깨트려 줍니다', '4. 이제 전자렌지에 넣고 먼저 1분만 돌려 주세요. (700W기준입니다)', '5. 1분후 보시면 아직 약간 미완성이에요. 이 상태에서 계란이 크면 30초정도, 계란크기가 작으면 15초정도 더 추가해서 돌려주시면 끝입니다. 제가 사용한 계란은 크기가 작아 15초정도만 더 돌려주었어요^^', '6. 평소 그냥 전자렌지로 만들때 보다 모양이 훨씬 예쁘게 잡인 수란 완성입니다^^고소한 들기름 약간과 깨를 솔솔 뿌려 주었어요', '7. 조심스레 반으로 갈라보니 촉촉한 노른자가 흘러나오면서 넘 맛있어 보여요. 그냥 이대로 드셔도 넘 맛있고 간장 약간 추가해 밥에다 쓱쓱 비벼 드셔도 굿이랍니다^^']"
291,수육,"수육용 삼겹살 1근,굴소스 약간,후추 조금,파 1대,마늘 9알,된장 2큰술,생강 작은 것 1개,월계수잎 4-5닢",4인분,120분 이내,아무나,"['1. 수육용 고기는 삼겹살이 비계도 고루 있어서 부드럽고 씹힘이 좋아 많이 사용되요! 그래서 저도 항상 수육용고기는 삼겹살로 하고 있답니다 ㅎ', '2. 우선 삼겹살 앞뒤로 후추를 고루고루 잘 뿌려주세요', '3. 그리고 삼겹살 겉면 전체에 굴소스를 발라줍니다', '4. 아무것도 두르지 않은 팬을 미리 달궈서 달아 오르면, 삼겹살을 넣고 겉면을 노릇하게 익혀주세요 미리 팬에 익혀야 육즙이 빠지지 않아 맛있어요!', '5. 냄비에 고기가 푹잠길정도로 물을 넣고 월계수잎과 고기', '6. 된장 2큰술, 파 1대, 마늘 9알, 생강을 넣어 30~40분, 센불 20~30분 중불로 익힌 후 불을 끄고 5분 뜸을 들여 주세요 (저는 파뿌리도 넣었어요)', '7. 어느덧 수육이 맛있게 익었네요 ㅎ 고기가 충분히 잠길정도로 있었던 물이 반으로 줄었어요 ㅎㅎ', '8. 인스턴트커피를 넣지 않았는데도 색이 참 예뻐요♡', '9. 맛있게 잘 익은 고기는 먹기좋게 썰어 접시에 담아 내면 되구요, 썰었는데 혹시 속이 덜 익었다면 다시 익혀 줘야겠죠? 하지만 가능하면 한번에 다 익히는게 좋아요. 그래야 육즙이 빠지지 않아 맛있어진답니다!', '10. 마지막으로 겉절이 올리고 깨소금 팍팍 뿌려줬어요 ㅎㅎ 너무나 맛있게 잘 익은 수육이네요 ㅎㅎ 수육만드는법 별거 없죠???ㅎㅎ']"
292,수제비,"밀가루 3컵,물 200ml,양파(소) 1/2개,당근 1/2개,호박 1/2개,다진마늘 1/3스푼,물 2300ml,다시멸치 10마리,국간장 3스푼,소금 1/3스푼",3인분,60분 이내,초급,"['1. 밀가루3컵에 물 200 ml를 조금씩 넣어가면서 알맞게 반죽을 해줍니다.', '2. 완성한 반죽은 위생비닐에 넣어 냉장고에 30분정도 두었다가 사용합니다.', '3. 물 2300 ml 에 다시멸치10마리정도를 넣고 10~15분가량 끓여줍니다.', '4. 육수가 끓는동안 분량의 야채들은 채썰어서 준비합니다.', '5. 육수가 끓고나면 멸치는 건져내고.', '6. 준비해논 야채들을 넣은 후', '7. 반죽을 얇게 펴서 뚝뚝 떼어 넣고 한소끔 끓여냅니다.']"
293,숙주나물,"숙주 1줌,쪽파 약간,다진마늘 1/3큰술,소금 약간,참기름 1큰술,통깨 약간",2인분,15분 이내,아무나,"['1. 숙주는 흐르는 물에 한번 가볍게 씻어주고 물에 담궈놓으면 초록색깔 콩껍질이 떠오르는데요 콩껍질은 손으로 가볍게 떠서 버려주세요 물위에 떠오르기 때문에 제거하기 쉬워요 ~', '2. 그리고 끓는물에 넣고 1분정도 데쳐주세요 ~ 숙주의 양이 많다면 데치는 시간을 좀 더 늘려주세요', '3. 잘 데쳐진 숙주는 채에 받쳐 건지고 찬물샤워 한번 시켜주세요 찬물에 담궜다 빼셔도 되는데 전 귀찮아서 그냥 흐르는물에 했어요 :) 숙주의 아삭한 맛이 살아나는 요 과정은 필수랍니다 !', '4. 찬물샤워 마친 숙주는 채에 받쳐 물기는 제거해주고 양념을 해주세요', '5. 다진마늘 1/3큰술, 소금 약간, 참기름 1큰술, 쪽파 약간, 통깨 약간 넣어주고 손으로 조물조물 맛있게 무쳐주시면 된답니다 ~~! 소금 양은 개인 입맛에 따라 조절하시면 되는데요  저는 1/2 티스푼 정도 넣어줬더니 딱 간이 맞더라구요 ~ 쪽파가 없으시면 대파로 사용하셔도 되고 참기름 대신 들기름 넣어주시면 더 고소해요 ~', '6. 아주 간단하게 완성된 숙주나물 무침 ! 이렇게 숙주나물 만 이용해서 무쳐먹는것도 맛있지만 다른 야채를 넣어서 같이 드셔도 정말 맛있는데요 특히 느타리버섯을 같이 넣어주시면 쫄깃한맛까지  같이 느낄수 있어서 더 맛있는것 같더라구요 ~']"
